collection_date,Mean,Median,Variance,Kurtosis,Skewness,Rt
2021-11-12,38.77387424996426,40.0,5.2469356947056625,2.9790967501247922,-1.9930413487512508,1.9998
2021-11-13,38.97745413248794,40.0,3.1430506122443065,2.1012060599235647,-1.7251088175864375,1.999709791782041
2021-11-14,38.61444106718426,40.0,4.57541997583797,1.5859696210521865,-1.580358466695277,1.9996308491022616
2021-11-15,38.75298107468897,40.0,4.096705536917005,0.46301859281958846,-1.3877123476016793,1.9995548382667088
2021-11-16,39.08585275660388,40.0,3.0640131542079674,5.455923884723678,-2.28466786011634,1.9994768506541103
2021-11-17,38.917550610792894,40.0,3.252477029848577,1.4786124042175213,-1.601057010218255,1.9993938117891008
2021-11-18,38.97782301990691,40.0,3.155975978592914,1.7290108568316218,-1.669101985963895,1.999303608146332
2021-11-19,39.1624417952758,40.0,2.8399802478517127,2.8531811941473264,-1.987581695681374,1.9992046046977503
2021-11-20,38.787004519155396,40.0,3.77267877357315,1.2932579581069112,-1.5127556247824827,1.9990953760348145
2021-11-21,39.092847567665736,40.0,3.284895505630512,3.4868503333250307,-2.134649267470072,1.998974553764132
2021-11-22,38.90606631137994,40.0,3.3113507271429414,2.566960941560309,-1.76746870929758,1.998840736788664
2021-11-23,38.961052424710786,40.0,3.7324645747863245,2.970719470024829,-1.9868349625612667,1.998692435425765
2021-11-24,38.880443143771664,40.0,4.079648994143596,1.665646785120392,-1.7265447378307688,1.998528033200368
2021-11-25,38.97796359693009,40.0,3.0167435113852723,2.299417287020282,-1.78213117946121,1.9983457575043777
2021-11-26,39.14822760726899,40.0,2.958240415702942,5.01324126690413,-2.3036051125578436,1.998143654582825
2021-11-27,38.88325222508502,40.0,3.0385958014982357,2.0701450057082424,-1.630210399026552,1.9979195649199608
2021-11-28,38.94846928697893,40.0,3.9555515430719064,5.202691054765715,-2.337131339612347,1.9976710991460824
2021-11-29,39.121907925660686,40.0,2.58481820029804,2.781571872855712,-1.8526757613088238,1.9973956121151029
2021-11-30,39.08567939169354,40.0,2.8758700430502917,3.2659512260504813,-1.9820958168301372,1.997090174580832
2021-12-01,38.913948603308214,40.0,4.427443041522384,4.193182740162044,-2.170883638675036,1.9967515430082308
2021-12-02,38.84227337299112,40.0,3.630040265285126,2.2856717165532063,-1.7629577387146842,1.9963761263749515
2021-12-03,39.18814911687285,40.0,2.496788036917056,11.436166913883527,-2.8766128496876258,1.9959599484495592
2021-12-04,38.93506881003287,40.0,3.884540316023409,2.642382698513415,-1.907671822800715,1.9954986077726653
2021-12-05,39.14787016423607,40.0,3.3569543667195805,4.909612495933555,-2.306539705715218,1.9949872340780408
2021-12-06,39.037021602684234,40.0,3.7529154626147725,3.673086937149882,-2.119001348210382,1.9944204386152404
